35
M,TO,ti,di,ci,tip,xi,speed
Port of Laem Chabang,Port of Manila,95.87138888888887,1533.9422222222222,297,1,7,16.0
Port of Manila,Port of Chiba,150.22611111111112,2403.617777777778,214,4,52,16.0
Port of Chiba,Port of Incheon,71.76472222222222,1148.2355555555555,256,3,6,16.0
Port of Incheon,Port of Gunsan (Kunsan),7.147222222222222,114.35555555555555,270,9,2,16.0
Port of Gunsan (Kunsan),Port of Masan,17.705833333333327,283.2933333333333,273,4,5,16.0
Port of Masan,Port of Niigata,36.831666666666656,589.3066666666666,224,7,5,16.0
Port of Niigata,Port of Dalian,67.23888888888888,1075.822222222222,231,1,8,16.0
Port of Dalian,Port of Nampo,11.261388888888884,180.18222222222215,223,1,3,16.0
Port of Nampo,Port of Kobe,57.57277777777777,921.1644444444444,378,9,16,16.0
Port of Kobe,Port of Kinuura,14.311944444444444,228.9911111111111,245,4,0,16.0
Port of Kinuura,Port of Funabashi,12.896388888888884,206.34222222222215,269,1,0,16.0
Port of Funabashi,Port of Ningbo,69.64972222222222,1114.3955555555556,261,3,1,16.0
Port of Ningbo,Port of Niihama,44.65083333333333,714.4133333333333,362,2,8,16.0
Port of Niihama,Port of Busan,15.917222222222225,254.6755555555556,240,1,2,16.0
Port of Busan,Port of Kitakyushu,7.268055555555555,116.28888888888888,277,9,1,16.0
Port of Kitakyushu,Port of Arkhangelsk,391.35444444444437,6261.671111111111,185,8,125,16.0
Port of Arkhangelsk,Port of Kawasaki,370.92166666666674,5934.746666666668,255,8,64,16.0
Port of Kawasaki,Port of Kisarazu,0.84,13.44,225,8,0,16.0
Port of Kisarazu,Port of Hakata,37.32305555555556,597.1688888888889,284,1,9,16.0
Port of Hakata,Port of Lianyungang,39.20444444444445,627.2711111111112,203,5,4,16.0
Port of Lianyungang,Port of Huadu,81.37,1301.92,267,8,16,16.0
Port of Huadu,Port of Kolkata,220.03,3520.48,276,1,71,16.0
Port of Kolkata,Imam  Khomeini  Port,210.6075,3369.720000000001,217,2,15,16.0
Imam  Khomeini  Port,Port of Kaliningrad,470.1172222222222,7521.875555555555,261,1,6,16.0
Port of Kaliningrad,Port of Beirut,261.2813888888889,4180.502222222222,271,1,93,16.0
Port of Beirut,Port of Novorossiysk,82.0825,1313.32,272,2,18,16.0
Port of Novorossiysk,Port of Istanbul,28.476388888888888,455.6222222222222,235,7,7,16.0
Port of Istanbul,Bosphorus (Istanbul) Strait,0.4236111111111111,6.777777777777778,254,6,0,16.0
Bosphorus (Istanbul) Strait,Port of Mumbai,244.97,3919.52,211,2,66,16.0
Port of Mumbai,Port of Colombo,61.12916666666666,978.0666666666666,250,9,20,16.0
Port of Colombo,Hongkong International Terminals,191.07666666666665,3057.2266666666665,274,7,9,16.0
Hongkong International Terminals,Port of Paradip,195.98638888888888,3135.782222222222,272,9,26,16.0
Port of Paradip,Port of Jakarta,188.6988888888889,3019.182222222222,317,9,3,16.0
Port of Jakarta,Port of Laem Chabang,77.88222222222224,1246.1155555555556,297,2,18,16.0
