30
M,TO,ti,di,ci,tip,xi,speed
Port of Mumbai,Nhava Sheva,0.23222222222222225,3.715555555555557,266,6,0,16.0
Nhava Sheva,Port of Kolkata,122.5677777777778,1961.084444444445,250,6,42,16.0
Port of Kolkata,Port of Colombo,78.70916666666666,1259.3466666666666,246,9,5,16.0
Port of Colombo,Port of Laem Chabang,192.4905555555556,3079.848888888889,180,5,9,16.0
Port of Laem Chabang,Port Klang,65.15055555555556,1042.408888888889,218,3,15,16.0
Port Klang,Port of Hong Kong,103.64666666666666,1658.3466666666666,260,6,5,16.0
Port of Hong Kong,Port of Kokura,84.245,1347.92,271,3,11,16.0
Port of Kokura,Port of Kisarazu,34.95333333333333,559.2533333333333,269,3,5,16.0
Port of Kisarazu,Port of Chiba,1.4761111111111112,23.617777777777786,217,7,0,16.0
Port of Chiba,Hongkong International Terminals,108.97666666666666,1743.6266666666666,207,8,23,16.0
Hongkong International Terminals,Port of Niihama,85.61666666666667,1369.8666666666668,229,8,13,16.0
Port of Niihama,Port of Keelung,56.13388888888889,898.1422222222222,246,4,19,16.0
Port of Keelung,Port of Masan,50.15,802.4,298,2,7,16.0
Port of Masan,Port of Kawasaki,44.2425,707.88,150,3,15,16.0
Port of Kawasaki,Port of Gunsan (Kunsan),57.82472222222222,925.1955555555555,144,8,12,16.0
Port of Gunsan (Kunsan),Port of Chiwan,73.9975,1183.96,280,8,0,16.0
Port of Chiwan,Port of Dalian,86.3202777777778,1381.1244444444446,227,7,20,16.0
Port of Dalian,Port of Lianyungang,23.83055555555556,381.2888888888888,314,4,7,16.0
Port of Lianyungang,Port of Gwangyang,28.106388888888887,449.7022222222222,171,7,1,16.0
Port of Gwangyang,Port of Funabashi,48.41555555555557,774.6488888888889,263,4,9,16.0
Port of Funabashi,Port of Nagoya,14.014166666666664,224.22666666666663,190,9,4,16.0
Port of Nagoya,Port of Busan,34.18027777777777,546.8844444444444,246,8,9,16.0
Port of Busan,Port of Kinuura,33.25777777777777,532.1244444444444,214,8,9,16.0
Port of Kinuura,Port of Beirut,507.1080555555557,8113.728888888889,275,3,51,16.0
Port of Beirut,Port of Kaliningrad,261.2813888888889,4180.502222222222,367,3,91,16.0
Port of Kaliningrad,Port of Istanbul,246.2755555555556,3940.408888888889,229,7,50,16.0
Port of Istanbul,Port of Novorossiysk,28.476388888888888,455.6222222222222,267,9,5,16.0
Port of Novorossiysk,Dardanelles Strait,36.382222222222225,582.1155555555556,174,8,4,16.0
Dardanelles Strait,Port of Mumbai,236.6680555555556,3786.6888888888893,291,4,64,16.0
