20
M,TO,ti,di,ci,tip,xi,speed
Port of Antwerp,Port of Bremerhaven,19.0,304.0,259,8,0,16.0
Port of Bremerhaven,Port of Gdynia,27.0,432.0,195,6,1,16.0
Port of Gdynia,Port of Helsinki,26.0,416.0,300,5,3,16.0
Port of Helsinki,Klaipeda State Seaport,21.0,336.0,341,9,0,16.0
Klaipeda State Seaport,Port of Hamburg,31.0,496.0,242,4,3,16.0
Port of Hamburg,Port of Immingham,24.0,384.0,214,3,3,16.0
Port of Immingham,Port of Leith,14.0,224.0,295,4,0,16.0
Port of Leith,Port of Copenhagen,40.0,640.0,225,9,2,16.0
Port of Copenhagen,Copenhagen Malmo Port,0.0,0.0,301,8,0,16.0
Copenhagen Malmo Port,Port of Piraeus,219.0,3504.0,201,2,17,16.0
Port of Piraeus,Port of Sevastopol,47.0,752.0,385,1,3,16.0
Port of Sevastopol,Port of Nikolaev,12.0,192.0,268,7,0,16.0
Port of Nikolaev,Porto Marghera,101.0,1616.0,308,4,12,16.0
Porto Marghera,Port of Marseille,84.0,1344.0,207,5,9,16.0
Port of Marseille,Port of Genoa,14.0,224.0,234,1,0,16.0
Port of Genoa,Port of Livorno,5.0,80.0,290,5,0,16.0
Port of Livorno,Port of Le Havre,132.0,2112.0,322,8,19,16.0
Port of Le Havre,Port of Rotterdam,15.0,240.0,295,4,1,16.0
Port of Rotterdam,Port of Antwerp,6.0,96.0,272,4,0,16.0
