20
M,TO,ti,di,ci,tip,xi,speed
Port of Antwerp,Port of Bremerhaven,19.0,304.0,253,9,1,16.0
Port of Bremerhaven,Port of Gdynia,27.0,432.0,242,4,1,16.0
Port of Gdynia,Port of Helsinki,26.0,416.0,316,3,3,16.0
Port of Helsinki,Klaipeda State Seaport,21.0,336.0,302,3,0,16.0
Klaipeda State Seaport,Port of Hamburg,31.0,496.0,271,3,0,16.0
Port of Hamburg,Port of Immingham,24.0,384.0,294,7,3,16.0
Port of Immingham,Port of Leith,14.0,224.0,165,6,0,16.0
Port of Leith,Port of Copenhagen,40.0,640.0,183,7,2,16.0
Port of Copenhagen,Copenhagen Malmo Port,0.0,0.0,233,8,0,16.0
Copenhagen Malmo Port,Port of Piraeus,219.0,3504.0,267,1,26,16.0
Port of Piraeus,Port of Sevastopol,47.0,752.0,203,9,3,16.0
Port of Sevastopol,Port of Nikolaev,12.0,192.0,278,7,0,16.0
Port of Nikolaev,Porto Marghera,101.0,1616.0,218,6,12,16.0
Porto Marghera,Port of Marseille,84.0,1344.0,317,5,3,16.0
Port of Marseille,Port of Genoa,14.0,224.0,326,7,0,16.0
Port of Genoa,Port of Livorno,5.0,80.0,313,2,0,16.0
Port of Livorno,Port of Le Havre,132.0,2112.0,292,7,18,16.0
Port of Le Havre,Port of Rotterdam,15.0,240.0,276,8,1,16.0
Port of Rotterdam,Port of Antwerp,6.0,96.0,307,5,0,16.0
