30
M,TO,ti,di,ci,tip,xi,speed
Freeport of Riga,Port of La Spezia,196.0,3136.0,296,6,9,16.0
Port of La Spezia,Port of Genoa,3.0,48.0,359,2,0,16.0
Port of Genoa,Port of Napoli,23.0,368.0,246,4,3,16.0
Port of Napoli,Port of Sevastopol,88.0,1408.0,298,7,6,16.0
Port of Sevastopol,Port of Nikolaev,12.0,192.0,241,8,0,16.0
Port of Nikolaev,Porto Marghera,101.0,1616.0,296,5,15,16.0
Porto Marghera,Port of Piraeus,57.0,912.0,339,7,1,16.0
Port of Piraeus,Port of Valletta,34.0,544.0,193,2,5,16.0
Port of Valletta,Port of Barcelona,42.0,672.0,257,4,3,16.0
Port of Barcelona,Port of Antwerp,120.0,1920.0,215,6,5,16.0
Port of Antwerp,Port of Copenhagen,33.0,528.0,203,7,3,16.0
Port of Copenhagen,Klaipeda State Seaport,20.0,320.0,233,2,2,16.0
Klaipeda State Seaport,Port of Gdynia,7.0,112.0,278,4,0,16.0
Port of Gdynia,Port of Lubeck,21.0,336.0,293,5,2,16.0
Port of Lubeck,Copenhagen Malmo Port,9.0,144.0,253,5,1,16.0
Copenhagen Malmo Port,Port of Amsterdam,37.0,592.0,295,5,1,16.0
Port of Amsterdam,Port of Immingham,13.0,208.0,266,7,0,16.0
Port of Immingham,Port of Le Havre,20.0,320.0,268,2,2,16.0
Port of Le Havre,Port of Southampton,10.0,160.0,199,3,0,16.0
Port of Southampton,Scapa Flow,57.0,912.0,258,9,4,16.0
Scapa Flow,Port of London,35.0,560.0,345,5,4,16.0
Port of London,Port of Brussels,13.0,208.0,249,4,1,16.0
Port of Brussels,The Port of Ghent,4.0,64.0,287,5,0,16.0
The Port of Ghent,Port of Leith,26.0,416.0,237,1,3,16.0
Port of Leith,Felixstowe Port,21.0,336.0,294,1,0,16.0
Felixstowe Port,Port of Rotterdam,7.0,112.0,229,3,0,16.0
Port of Rotterdam,Port of Hamburg,19.0,304.0,246,4,2,16.0
Port of Hamburg,Port of Bremerhaven,5.0,80.0,291,1,0,16.0
Port of Bremerhaven,Freeport of Riga,40.0,640.0,151,5,5,16.0
