25
M,TO,ti,di,ci,tip,xi,speed
Port of London,Port of Immingham,14.0,224.0,256,7,0,16.0
Port of Immingham,Klaipeda State Seaport,50.0,800.0,274,3,0,16.0
Klaipeda State Seaport,Port of Gdansk,7.0,112.0,177,5,0,16.0
Port of Gdansk,Copenhagen Malmo Port,20.0,320.0,309,7,0,16.0
Copenhagen Malmo Port,Freeport of Riga,35.0,560.0,415,7,1,16.0
Freeport of Riga,Port of Helsinki,13.0,208.0,256,4,0,16.0
Port of Helsinki,Port of Amsterdam,57.0,912.0,308,9,0,16.0
Port of Amsterdam,Felixstowe Port,9.0,144.0,143,1,0,16.0
Felixstowe Port,Port of Le Havre,11.0,176.0,137,6,0,16.0
Port of Le Havre,Port of Hamburg,32.0,512.0,222,1,2,16.0
Port of Hamburg,Port of Rotterdam,19.0,304.0,264,2,0,16.0
Port of Rotterdam,Port of Brussels,8.0,128.0,269,9,0,16.0
Port of Brussels,Port of Antwerp,1.0,16.0,292,1,0,16.0
Port of Antwerp,Port of Copenhagen,33.0,528.0,244,6,2,16.0
Port of Copenhagen,Scapa Flow,48.0,768.0,149,4,1,16.0
Scapa Flow,Port of Genoa,167.0,2672.0,204,6,3,16.0
Port of Genoa,Port of Marseille,14.0,224.0,211,6,1,16.0
Port of Marseille,Porto Marghera,84.0,1344.0,221,8,5,16.0
Porto Marghera,Port of Venice,1.0,16.0,361,3,0,16.0
Port of Venice,Port of Livorno,68.0,1088.0,242,2,2,16.0
Port of Livorno,Port of Valletta,37.0,592.0,234,5,2,16.0
Port of Valletta,Port of Piraeus,34.0,544.0,161,7,0,16.0
Port of Piraeus,Port of Sevastopol,47.0,752.0,277,7,0,16.0
Port of Sevastopol,Port of London,227.0,3632.0,343,6,10,16.0
