20
M,TO,ti,di,ci,tip,xi,speed
Felixstowe Port,Port of Duisburg,22.0,352.0,259,9,1,16.0
Port of Duisburg,Port of Hamburg,23.0,368.0,197,7,1,16.0
Port of Hamburg,Port of Bremerhaven,5.0,80.0,269,9,0,16.0
Port of Bremerhaven,Port of Copenhagen,29.0,464.0,296,4,2,16.0
Port of Copenhagen,Klaipeda State Seaport,20.0,320.0,230,3,1,16.0
Klaipeda State Seaport,Port of Lubeck,25.0,400.0,198,2,0,16.0
Port of Lubeck,Freeport of Riga,34.0,544.0,259,4,2,16.0
Freeport of Riga,Port of Helsinki,13.0,208.0,131,9,0,16.0
Port of Helsinki,Port of Antwerp,64.0,1024.0,287,9,0,16.0
Port of Antwerp,Port of Brussels,1.0,16.0,249,6,0,16.0
Port of Brussels,Port of Marseille,133.0,2128.0,340,4,0,16.0
Port of Marseille,Port of Piraeus,75.0,1200.0,307,3,4,16.0
Port of Piraeus,Port of Baku,133.0,2128.0,237,4,7,16.0
Port of Baku,Port of Sevastopol,95.0,1520.0,218,1,2,16.0
Port of Sevastopol,Port of Nikolaev,12.0,192.0,145,2,0,16.0
Port of Nikolaev,Port of Valletta,78.0,1248.0,155,7,3,16.0
Port of Valletta,Port of Barcelona,42.0,672.0,266,3,1,16.0
Port of Barcelona,Port of Brest,94.0,1504.0,222,3,5,16.0
Port of Brest,Felixstowe Port,24.0,384.0,212,7,1,16.0
