20
M,TO,ti,di,ci,tip,xi,speed
Port of Rotterdam,Port of Brussels,8.017777777777779,128.28444444444446,170,7,1,16.0
Port of Brussels,Port of Antwerp,1.9911111111111108,31.857777777777766,184,3,0,16.0
Port of Antwerp,Port of Immingham,15.26972222222222,244.31555555555562,247,3,3,16.0
Port of Immingham,Port of Newport News,249.87555555555562,3998.008888888889,172,8,57,16.0
Port of Newport News,Port of Havana,61.8411111111111,989.4577777777776,282,6,16,16.0
Port of Havana,Port of San Francisco,275.4191666666667,4406.706666666667,301,6,57,16.0
Port of San Francisco,Port of Los Angeles,26.627777777777766,426.04444444444437,196,9,6,16.0
Port of Los Angeles,Port of Seattle,74.64166666666667,1194.2666666666667,216,6,12,16.0
Port of Seattle,Port of Corpus Christi,360.3069444444445,5764.911111111112,210,4,89,16.0
Port of Corpus Christi,Port of Perth Amboy,129.41305555555556,2070.608888888889,271,9,11,16.0
Port of Perth Amboy,Port of Halifax,38.04083333333333,608.6533333333333,220,9,0,16.0
Port of Halifax,Port of New York,37.844166666666666,605.5066666666668,322,2,2,16.0
Port of New York,Port of Montreal,98.81861111111112,1581.0977777777778,250,8,2,16.0
Port of Montreal,Port of Nikolaev,343.9947222222222,5503.915555555555,204,9,67,16.0
Port of Nikolaev,Port of Piraeus,47.66361111111111,762.6177777777777,286,8,2,16.0
Port of Piraeus,Port of Livorno,59.94305555555556,959.088888888889,276,8,4,16.0
Port of Livorno,Port of Barcelona,25.1025,401.64,243,3,0,16.0
Port of Barcelona,Port of Marseille,12.594444444444445,201.51111111111112,226,8,0,16.0
Port of Marseille,Port of Rotterdam,132.39972222222218,2118.3955555555553,249,7,25,16.0
