35
M,TO,ti,di,ci,tip,xi,speed
Port of Perth Amboy,Port of Quebec,90.49694444444445,1447.9511111111112,321,2,32,16.0
Port of Quebec,Port of Halifax,55.06444444444447,881.0311111111113,234,4,0,16.0
Port of Halifax,Port of Brest,155.52833333333334,2488.453333333333,252,7,46,16.0
Port of Brest,Port of Copenhagen,56.013611111111096,896.2177777777777,269,2,13,16.0
Port of Copenhagen,Port of Hamburg,32.21722222222222,515.4755555555555,308,9,4,16.0
Port of Hamburg,The Port of Ghent,23.508055555555554,376.12888888888887,243,7,1,16.0
The Port of Ghent,Port of Livorno,146.35305555555556,2341.648888888889,159,4,26,16.0
Port of Livorno,Port of Montreal,261.7394444444444,4187.831111111111,253,4,50,16.0
Port of Montreal,Port of New Haven,95.02388888888888,1520.382222222223,235,8,28,16.0
Port of New Haven,Port of Philadelphia,21.264166666666664,340.22666666666663,252,7,6,16.0
Port of Philadelphia,Port of Gdansk,270.14555555555563,4322.328888888889,244,9,44,16.0
Port of Gdansk,Klaipeda State Seaport,7.903888888888887,126.4622222222222,283,9,1,16.0
Klaipeda State Seaport,Port of Norfolk,288.17083333333335,4610.733333333334,110,6,59,16.0
Port of Norfolk,Port of Houston,104.40277777777777,1670.4444444444446,216,4,8,16.0
Port of Houston,Port of Corpus Christi,13.935277777777774,222.96444444444444,186,2,0,16.0
Port of Corpus Christi,Port of Havana,56.50305555555556,904.0488888888887,230,5,14,16.0
Port of Havana,Port of Newport News,61.8411111111111,989.4577777777776,299,1,17,16.0
Port of Newport News,Port of Mobile,86.38,1382.08,218,8,3,16.0
Port of Mobile,Port of Chicago,67.41083333333333,1078.5733333333333,198,9,15,16.0
Port of Chicago,Port of Oakland,367.6502777777778,5882.404444444444,327,6,118,16.0
Port of Oakland,Port of Seattle,53.04222222222222,848.6755555555555,290,4,17,16.0
Port of Seattle,Port of Los Angeles,74.64166666666667,1194.2666666666667,226,2,12,16.0
Port of Los Angeles,Port of Genoa,518.9230555555556,8302.76888888889,223,1,177,16.0
Port of Genoa,Port of Napoli,23.25861111111111,372.1377777777778,220,3,3,16.0
Port of Napoli,Port of Baku,174.01722222222222,2784.2755555555555,244,8,24,16.0
Port of Baku,Port of Duisburg,325.4658333333333,5207.453333333333,260,4,16,16.0
Port of Duisburg,Port of London,20.458055555555557,327.3288888888889,236,7,3,16.0
Port of London,Freeport of Riga,62.99,1007.84,209,5,19,16.0
Freeport of Riga,Copenhagen Malmo Port,35.71138888888889,571.3822222222223,188,9,11,16.0
Copenhagen Malmo Port,Port of Lubeck,9.581388888888887,153.30222222222218,257,5,2,16.0
Port of Lubeck,Port of Brussels,31.879166666666666,510.06666666666666,202,2,6,16.0
Port of Brussels,Port of Leith,29.05833333333333,464.9333333333333,249,9,9,16.0
Port of Leith,Port of Newark,230.5861111111111,3689.3777777777777,287,8,72,16.0
Port of Newark,Port of Perth Amboy,1.72,27.52,243,4,0,16.0
