30
M,TO,ti,di,ci,tip,xi,speed
Port of Philadelphia,Port of Halifax,47.576111111111096,761.2177777777777,324,3,16,16.0
Port of Halifax,Port of Bremerhaven,198.10861111111112,3169.737777777778,334,5,48,16.0
Port of Bremerhaven,Copenhagen Malmo Port,30.385277777777766,486.16444444444437,316,8,6,16.0
Copenhagen Malmo Port,Port of Napoli,186.19972222222225,2979.1955555555555,255,5,45,16.0
Port of Napoli,Felixstowe Port,146.52611111111108,2344.4177777777772,326,5,23,16.0
Felixstowe Port,Port of Brest,24.65,394.4,196,2,0,16.0
Port of Brest,Port of Amsterdam,30.45666666666667,487.30666666666673,285,8,2,16.0
Port of Amsterdam,Port of Piraeus,186.24916666666667,2979.9866666666667,282,5,41,16.0
Port of Piraeus,Port of Sevastopol,47.48972222222223,759.8355555555556,219,4,13,16.0
Port of Sevastopol,Port of Elizabeth,344.97583333333336,5519.613333333334,363,7,59,16.0
Port of Elizabeth,Port of Perth Amboy,1.6144444444444443,25.831111111111113,276,4,0,16.0
Port of Perth Amboy,Port of New York,1.3636111111111109,21.817777777777767,299,8,0,16.0
Port of New York,Port of Oakland,337.26666666666665,5396.266666666666,231,7,108,16.0
Port of Oakland,Port of Los Angeles,26.88083333333333,430.09333333333336,229,9,0,16.0
Port of Los Angeles,Port of Seattle,74.64166666666667,1194.2666666666667,226,5,23,16.0
Port of Seattle,Port of New Haven,390.09583333333336,6241.533333333334,294,7,94,16.0
Port of New Haven,Port of Rotterdam,206.80694444444444,3308.911111111111,310,1,55,16.0
Port of Rotterdam,Klaipeda State Seaport,45.97972222222222,735.6755555555555,179,5,5,16.0
Klaipeda State Seaport,Port of Immingham,50.5225,808.36,249,3,3,16.0
Port of Immingham,Port of Hamburg,24.30305555555556,388.8488888888888,258,2,8,16.0
Port of Hamburg,Port of Gdansk,27.53,440.48,277,4,5,16.0
Port of Gdansk,Port of Leith,56.0888888888889,897.4222222222223,175,7,13,16.0
Port of Leith,Port of Antwerp,27.12361111111111,433.97777777777776,206,8,7,16.0
Port of Antwerp,St Lawrence Seaway,204.9661111111111,3279.4577777777777,241,3,34,16.0
St Lawrence Seaway,Port of Chicago,68.92111111111112,1102.737777777778,251,5,3,16.0
Port of Chicago,Port of Pasadena,96.82361111111106,1549.1777777777775,312,1,31,16.0
Port of Pasadena,Port of New Orleans,22.50638888888889,360.1022222222222,167,5,7,16.0
Port of New Orleans,Port of Mobile,14.971944444444444,239.5511111111111,132,6,0,16.0
Port of Mobile,Port of Philadelphia,98.75944444444444,1580.151111111111,315,4,20,16.0
