15
M,TO,ti,di,ci,tip,xi,speed
Port of Le Havre,Port of Sevastopol,217.3125,3477.0,228,1,9,16.0
Port of Sevastopol,Port of Marseille,120.29611111111113,1924.7377777777767,269,7,9,16.0
Port of Marseille,Port of Genoa,14.564166666666667,233.02666666666667,262,1,1,16.0
Port of Genoa,Port of New Haven,255.7044444444444,4091.2711111111107,254,1,27,16.0
Port of New Haven,Port of Elizabeth,12.496388888888893,199.94222222222226,327,2,1,16.0
Port of Elizabeth,Port of Los Angeles,315.47972222222216,5047.675555555557,197,8,79,16.0
Port of Los Angeles,Port of Oakland,26.88083333333333,430.09333333333336,222,6,5,16.0
Port of Oakland,Port of Houston,309.93333333333334,4958.933333333333,308,5,12,16.0
Port of Houston,Port of Mobile,29.603055555555557,473.64888888888885,213,5,2,16.0
Port of Mobile,Port of Havana,40.939722222222215,655.0355555555557,261,9,7,16.0
Port of Havana,St Lawrence Seaway,177.52583333333337,2840.413333333333,296,6,24,16.0
St Lawrence Seaway,Port of Hamburg,222.20916666666668,3555.346666666667,165,6,66,16.0
Port of Hamburg,Port of Leith,33.94333333333333,543.0933333333334,178,1,4,16.0
Port of Leith,Port of Le Havre,32.7275,523.64,222,4,6,16.0
